gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,R_score,F_score,M_score,RFM_score,CLV_proxy,rfm_cluster,cluster_churn_rate,risk_adjusted_clv,customerID,actual_churn,predicted_churn,churn_probability
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,1,3,3,133,1339.8,1,0.4363419007770472,755.1891213389121,3179-GBRWV,0,0,0.3886827931206332
Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,1,4,2,142,2145.0,2,0.04139715394566624,2056.2031047865457,0447-BEMNG,1,0,0.3878433222017563
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,1,5,5,155,6780.1,0,0.1603905160390516,5692.636262203627,1110-KYLGQ,0,0,0.3875408848543953
Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,3,4,2,342,2898.95,2,0.04139715394566624,2778.9417205692107,0743-HRVFF,0,0,0.3861696821982134
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,1,2,3,123,571.45,1,0.4363419007770472,322.10242080095634,0013-MHZWF,0,0,0.3861187440653661
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,1,1,3,113,229.55,1,0.4363419007770472,129.3877166766288,5949-EBSQK,1,0,0.38502571977075695
Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,1,3,2,132,1474.9,1,0.4363419007770472,831.339330543933,3794-NFNCH,0,0,0.3830886757121739
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,1,2,3,123,616.9,1,0.4363419007770472,347.72068141063954,9700-ISPUP,0,0,0.38298248219836434
Male,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.65,1,3,2,132,1715.65,1,0.4363419007770472,967.0400179318589,4701-MLJPN,1,0,0.38292617795911743
Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.65,1,2,2,122,648.65,1,0.4363419007770472,365.61682606096826,6898-MDLZW,0,0,0.3809458423196936
Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,3,4,5,345,5552.05,0,0.1603905160390516,4661.553835425383,7879-CGSFV,0,0,0.38011145542926883
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,3,5,4,354,5731.45,0,0.1603905160390516,4812.179776847977,9480-BQJEI,0,0,0.38010377193101447
Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,3,4,2,342,2689.35,2,0.04139715394566624,2578.0185640362224,6968-MHOMU,0,0,0.3797064434617068
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,3,4,5,345,4976.15,0,0.1603905160390516,4178.0227336122725,5473-KHBPS,0,0,0.37873653517648964
Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,3,1,3,313,74.1,1,0.4363419007770472,41.76706515242079,8985-OOPOS,0,0,0.3779940740697286
Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,3,3,3,333,2034.25,1,0.4363419007770472,1146.6214883442915,9138-EFSMO,0,0,0.37739610909377064
Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,1,2,2,122,466.6,1,0.4363419007770472,263.00286909742977,7054-ENNGU,0,0,0.3768634091375452
Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,3,5,5,355,6880.85,0,0.1603905160390516,5777.226917712692,5966-EMAZU,0,0,0.3722351743461929
Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,3,2,3,323,369.25,1,0.4363419007770472,208.1307531380753,7629-WIXZF,0,0,0.367106294442569
Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,3,4,2,342,2391.15,2,0.04139715394566624,2292.1631953428205,6968-URWQU,0,0,0.3668989445479985
Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,1,2,2,122,1074.65,1,0.4363419007770472,605.7351763299462,2446-ZKVAF,0,0,0.3658940368992141
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,3,4,5,345,5763.3,0,0.1603905160390516,4838.921338912134,8849-GYOKR,1,0,0.36576283486966304
Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,1,3,3,133,2747.2,1,0.4363419007770472,1548.4815301852957,3780-DDGSE,0,0,0.36479722760328764
Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,3,4,5,345,4391.45,0,0.1603905160390516,3687.1030683403064,5014-WUQMG,0,0,0.3640802901660378
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,3,3,4,334,2320.8,1,0.4363419007770472,1308.1377166766288,6421-SZVEM,0,0,0.3613132769249136
Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,5,4,5,545,5067.45,0,0.1603905160390516,4254.679079497908,6583-SZVGP,0,0,0.3610592421974509
Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,3,4,5,345,7049.5,0,0.1603905160390516,5918.827057182705,3680-CTHUH,0,0,0.3608132242818889
Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,1,2,2,122,301.9,1,0.4363419007770472,170.1683801554094,6713-OKOMC,0,0,0.360615544299696
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,1,1,1,111,113.5,1,0.4363419007770472,63.975194261805136,3077-RSNTJ,0,0,0.36040192806321436
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,1,1,1,111,119.3,1,0.4363419007770472,67.24441123729827,6164-HXUGH,0,0,0.35977473244385677
Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,3,4,3,343,2774.55,2,0.04139715394566624,2659.691526520052,9209-NWPGU,0,0,0.35918036460004765
Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,1,2,2,122,411.6,1,0.4363419007770472,232.00167364016735,6483-OATDN,0,0,0.35880771198079314
Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,1,4,2,142,1453.1,2,0.04139715394566624,1392.9457956015524,5533-RJFTJ,0,0,0.35664194854002185
Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,3,3,2,332,1423.15,2,0.04139715394566624,1364.2356403622252,8409-WQJUX,0,0,0.3558345699729419
Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,1,2,3,123,1130.85,1,0.4363419007770472,637.4127615062761,5438-QMDDL,0,0,0.3518063757572223
Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,3,2,5,325,1704.95,1,0.4363419007770472,961.0088762701733,9254-RBFON,1,0,0.34968912255764817
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,3,4,5,345,6109.65,0,0.1603905160390516,5129.7200836820075,6198-PNNSZ,0,0,0.3490877782136615
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,5,5,3,553,5411.4,0,0.1603905160390516,4543.4627615062755,5671-RQRLP,0,0,0.3432229904589047
Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,3,5,4,354,5755.8,0,0.1603905160390516,4832.624267782427,0516-UXRMT,0,0,0.3420676560229729
Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,3,4,2,342,2364.0,2,0.04139715394566624,2266.137128072445,2746-DIJLO,0,0,0.3405692843117429
Female,1,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,1,3,2,132,1025.15,1,0.4363419007770472,577.83410041841,6773-LQTVT,0,0,0.3404049710394136
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,3,3,3,333,1509.8,1,0.4363419007770472,851.0109982068141,0895-LMRSF,0,0,0.34038221429298005
Male,0,No,No,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,5,4,2,542,3090.05,2,0.04139715394566624,2962.130724450194,1139-WUOAH,0,0,0.3400035222451369
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,5,5,4,554,6368.2,0,0.1603905160390516,5346.801115760111,7159-NOKYQ,0,0,0.33762617244863413
Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,3251.3,3,3,4,334,3251.3,0,0.1603905160390516,2729.8223152022315,2758-RNWXS,0,0,0.3373906587399235
Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,1,2,2,122,825.1,1,0.4363419007770472,465.0742976688583,7130-CTCUS,0,0,0.3366915771598035
Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,3,3,3,333,1756.6,1,0.4363419007770472,990.1218170950388,8970-ANWXO,0,0,0.33606735241496094
Female,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,1,4,2,142,2062.15,2,0.04139715394566624,1976.7828589909445,8671-KKKOS,0,0,0.33552074733739023
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,5,5,5,555,7285.7,0,0.1603905160390516,6117.1428172942815,0665-XHDJU,0,0,0.3353547006428526
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,1,2,1,121,130.55,1,0.4363419007770472,73.58556485355649,1386-ZIKUV,0,0,0.3344805813523567
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,3,3,5,335,2799.0,0,0.1603905160390516,2350.0669456066944,0516-OOHAR,0,0,0.33417615330373374
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,1,2,1,121,147.5,1,0.4363419007770472,83.13956963538553,9788-YTFGE,0,0,0.33042389523865273
Male,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,1,3,2,132,1165.55,1,0.4363419007770472,656.9716975493126,7395-XWZOY,0,0,0.32991566170315273
Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,1,2,1,121,164.3,1,0.4363419007770472,92.60902570233114,4160-AMJTL,1,0,0.3289385745593488
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,1,2,1,121,112.3,1,0.4363419007770472,63.29880454273759,4541-RMRLG,1,0,0.3288310421404053
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,3,4,4,344,4520.15,0,0.1603905160390516,3795.1608089260803,1470-PSXNM,0,0,0.32847363540598695
Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8,1,2,2,122,1082.8,1,0.4363419007770472,610.3289898386132,8930-XOTDP,0,0,0.3282548573708673
Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,1,3,2,132,1410.25,1,0.4363419007770472,794.8988344291691,5155-AZQPB,0,0,0.328059454008132
Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,1,2,1,121,250.8,1,0.4363419007770472,141.36545128511656,7266-GSSJX,0,0,0.3265441535473632
Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,3,3,4,334,3055.5,0,0.1603905160390516,2565.4267782426778,8166-ORCHU,0,0,0.3263494784757963
Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,3023.85,3,3,4,334,3023.85,0,0.1603905160390516,2538.853138075314,4377-VDHYI,0,0,0.32529680928260013
Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2780.6,3,4,2,342,2780.6,2,0.04139715394566624,2665.4910737386804,1264-FUHCX,0,0,0.32484903302854284
Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,1,3,2,132,1561.5,1,0.4363419007770472,880.1521219366407,2091-MJTFX,1,0,0.3227459110782518
Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,3,5,3,353,4480.7,0,0.1603905160390516,3762.0382147838213,9289-LBQVU,0,0,0.3220108706468577
Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,1,2,3,123,1011.05,1,0.4363419007770472,569.8865212193664,2195-VVRJF,0,0,0.3217939279902769
Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,3,4,3,343,3715.65,0,0.1603905160390516,3119.694979079498,9378-FXTIZ,1,0,0.3201586048868089
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,3,4,4,344,5084.65,0,0.1603905160390516,4269.120362622036,3313-QKNKB,1,0,0.3172305359900787
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,1,2,1,121,185.6,1,0.4363419007770472,104.61494321578003,9025-ZRPVR,1,0,0.3161659817063793
Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.5,173.0,1,2,1,121,173.0,1,0.4363419007770472,97.51285116557082,6258-NGCNG,0,0,0.31595796782626306
Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,1,1,3,113,272.15,1,0.4363419007770472,153.39955170352658,5482-NUPNA,1,0,0.3119267912924916
Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,1,2,3,123,824.85,1,0.4363419007770472,464.9333831440526,9481-SFCQY,0,0,0.31160809578997956
Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,1,2,3,123,832.3,1,0.4363419007770472,469.1326359832635,4672-FOTSD,0,0,0.3114990355395335
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,1,2,3,123,573.15,1,0.4363419007770472,323.0606395696353,6854-EXGSF,0,0,0.3112579557250858
Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,1,2,4,124,1398.25,1,0.4363419007770472,788.1349372384936,6473-ULUHT,0,0,0.31095043799180533
Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,3,5,4,354,5251.75,0,0.1603905160390516,4409.419107391911,3733-UOCWF,0,0,0.31009213917266
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,3,4,5,345,5042.75,0,0.1603905160390516,4233.940725244072,0440-UEDAI,0,0,0.3099742365156331
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,1,5,4,154,5500.6,0,0.1603905160390516,4618.355927475593,7251-XFOIL,0,0,0.30965330971171584
Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,5,4,5,545,6333.8,0,0.1603905160390516,5317.9185495118545,2001-EWBQU,0,0,0.3090519076654713
Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,3,5,4,354,4914.8,0,0.1603905160390516,4126.51269177127,9107-UKCKY,0,0,0.30898629283491896
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,1,2,2,122,664.4,1,0.4363419007770472,374.49444112372976,9097-ZUBYC,0,0,0.30714444787276846
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,1,4,4,144,4667.0,0,0.1603905160390516,3918.457461645746,4402-FTBXC,0,0,0.3066419249081753
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,5,4,5,545,4903.2,0,0.1603905160390516,4116.773221757322,2001-MCUUW,0,0,0.3063673271662608
Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,1,4,2,142,2654.05,2,0.04139715394566624,2544.179883570505,9308-ANMVE,0,0,0.3040158440989929
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,1,4,4,144,4884.85,0,0.1603905160390516,4101.366387726639,5240-CAOYT,0,0,0.3032222502495907
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,3,5,5,355,6145.2,0,0.1603905160390516,5159.568200836819,1131-SUEKT,0,0,0.3010935947536017
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,3,3,3,333,2018.1,1,0.4363419007770472,1137.5184100418408,9040-KZVWO,0,0,0.29684192239587376
Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,3,3,5,335,2475.35,0,0.1603905160390516,2078.3273361227334,9909-DFRJA,0,0,0.2946977570596804
Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,1,2,2,122,501.0,1,0.4363419007770472,282.3927077106993,9820-RMCQV,1,0,0.2946952763517286
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,1,2,3,123,576.95,1,0.4363419007770472,325.2025403466826,0701-TJSEF,0,0,0.29297329078898443
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,3,4,5,345,5430.35,0,0.1603905160390516,4559.373361227336,3571-DPYUH,0,0,0.29283862542736344
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,1,2,1,121,187.35,1,0.4363419007770472,105.60134488942019,1784-BXEFA,0,0,0.29278835006792076
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,1,2,1,121,247.0,1,0.4363419007770472,139.22355050806934,3847-BAERP,0,0,0.29153350480723567
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,1,2,1,121,147.55,1,0.4363419007770472,83.16775254034668,1385-TQOZW,0,0,0.2910378435058059
Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,1,3,3,133,2245.4,1,0.4363419007770472,1265.637895995218,5951-AOFIH,0,0,0.29047826484593486
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,5,5,5,555,6296.75,0,0.1603905160390516,5286.811018131101,2019-HDCZY,0,0,0.2901838344609171
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,1,4,2,142,2473.95,2,0.04139715394566624,2371.535510996119,9931-KGHOA,0,0,0.28830069196145125
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,3,5,4,354,4965.1,0,0.1603905160390516,4168.745048814505,7997-EASSD,0,0,0.28679918489722334
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,3,3,4,334,3247.55,0,0.1603905160390516,2726.673779637378,0048-LUMLS,0,0,0.2857656264025521
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,3,2,3,323,872.65,1,0.4363419007770472,491.8762402869097,9033-EOXWV,1,0,0.28166051154358207
Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,3,4,4,344,5199.8,0,0.1603905160390516,4365.801394700139,5198-EFNBM,0,0,0.28162243438322193
Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,3,3,2,332,1346.9,2,0.04139715394566624,1291.1421733505822,9357-UJRUN,0,0,0.2797367159790269
Female,1,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,3877.95,3,3,5,335,3877.95,0,0.1603905160390516,3255.9635983263597,6383-ZTSIW,0,0,0.27930775272707253
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,5,5,5,555,6590.5,0,0.1603905160390516,5533.44630404463,7572-KPVKK,0,0,0.2792344908945949
Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,3,4,3,343,2511.3,2,0.04139715394566624,2407.3393272962485,9720-JJJOR,0,0,0.27831058422598964
Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,3,4,5,345,4822.85,0,0.1603905160390516,4049.31059972106,2165-VOEGB,1,0,0.27818036981337807
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,3,5,5,355,6529.25,0,0.1603905160390516,5482.0202231520225,5445-PZWGX,1,0,0.27668962653316453
Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,3,2,3,323,743.3,1,0.4363419007770472,418.96706515242073,7750-EYXWZ,0,0,0.2766135307885139
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,1,2,2,122,350.35,1,0.4363419007770472,197.47761506276152,6497-TILVL,0,0,0.2759238658200817
Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,1,2,3,123,816.8,1,0.4363419007770472,460.39593544530777,6366-XIVKZ,0,0,0.27509574544360954
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,3,3,3,333,1549.75,1,0.4363419007770472,873.529139270771,4700-UBQMV,0,0,0.2724645140297761
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,1,2,1,121,279.3,1,0.4363419007770472,157.4297071129707,6112-KTHFQ,0,0,0.2720926285746273
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,1,2,2,122,709.5,1,0.4363419007770472,399.91542139868494,1629-DQQVB,0,0,0.27145767520761094
