gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,R_score,F_score,M_score,RFM_score,CLV_proxy,rfm_cluster,cluster_churn_rate,risk_adjusted_clv,customerID,actual_churn,predicted_churn,churn_probability,Churn,churn_flag,tenure_group,rfm_segment,CLV_level,cluster_name,risk_clv_level
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,3,3,5,335,3835.55,1,0.1615598885793872,3215.878969359332,0327-WFZSY,0,0,0.4755394496412167,No,0,25-48,Others,High CLV,High-Value Stable,High
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,3,5,5,355,6816.95,1,0.1615598885793872,5715.604317548747,4753-PADAS,0,0,0.4739948623115702,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,3,4,4,344,4408.45,1,0.1615598885793872,3696.2213091922,1370-GGAWX,0,0,0.4738755084452949,No,0,25-48,Others,High CLV,High-Value Stable,High
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,1,1,111,19.9,0,0.4340855106888361,11.26169833729216,6654-QGBZZ,0,0,0.4730853753672882,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,3,3,5,335,2090.25,1,0.1615598885793872,1752.549442896936,1956-YIFGE,0,0,0.472149903193109,No,0,13-24,Others,Medium CLV,High-Value Stable,Medium
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,1,1,1,111,20.4,0,0.4340855106888361,11.544655581947742,1963-VAUKV,1,0,0.4708939056652829,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,1,1,1,111,20.75,0,0.4340855106888361,11.74272565320665,2700-LUEVA,0,0,0.4701627932632067,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,1,2,4,124,1672.35,0,0.4340855106888361,946.4070961995247,1169-WCVAK,0,0,0.4696119148939701,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,3,3,5,335,4188.4,1,0.1615598885793872,3511.722562674094,7251-LJBQN,0,0,0.4684960841227717,No,0,25-48,Others,High CLV,High-Value Stable,High
Female,0,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,1,3,2,132,629.35,0,0.4340855106888361,356.1582838479809,0668-OGMHD,0,0,0.4683903931984404,No,0,13-24,At Risk,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,1,1,1,111,38.0,0,0.4340855106888361,21.504750593824227,4237-CLSMM,0,0,0.4676644377586042,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,1,4,4,144,4713.4,1,0.1615598885793872,3951.903621169916,0913-XWSCN,0,0,0.467435514157589,No,0,49-72,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,1,1,1,111,44.2,0,0.4340855106888361,25.01342042755344,0816-TSPHQ,0,0,0.4659518013598715,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,1,2,2,122,740.55,0,0.4340855106888361,419.0879750593824,9089-UOWJG,0,0,0.4653852858043835,No,0,0-12,New Customers,Medium CLV,Low-Value High-Risk,Low
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,5,4,2,542,2409.9,2,0.0387902695595003,2316.41932938856,1936-CZAKF,0,0,0.464887090027774,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,High
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,1,1,1,111,20.3,0,0.4340855106888361,11.488064133016628,3090-QFUVD,0,0,0.4642819236313202,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,1,3,5,135,3653.35,1,0.1615598885793872,3063.115181058496,8840-DQLGN,1,0,0.4640382435537699,Yes,1,25-48,High Value Risk,High CLV,High-Value Stable,High
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,1,1,1,111,61.05,0,0.4340855106888361,34.54907957244655,2308-STERM,0,0,0.4638359013520604,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,1,1,1,111,27.55,0,0.4340855106888361,15.590944180522564,1051-GEJLJ,0,0,0.4637238364587579,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,1,2,3,123,994.8,0,0.4340855106888361,562.9717339667458,6227-HWPWX,1,0,0.46357833264332,Yes,1,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,1,2,2,122,279.25,0,0.4340855106888361,158.0316211401425,4323-SADQS,1,0,0.4620167939431163,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,1,3,4,134,2718.3,0,0.4340855106888361,1538.3253562945367,8988-ECPJR,1,0,0.4611035546510013,Yes,1,25-48,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,1,1,3,113,62.05,0,0.4340855106888361,35.11499406175771,1541-ETJZO,1,0,0.4599909721155251,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,1,3,2,132,1156.55,0,0.4340855106888361,654.5084026128266,4524-QCSSM,0,0,0.4598282966188494,No,0,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,1,1,1,111,91.45,0,0.4340855106888361,51.75288004750593,1855-CFULU,0,0,0.459715519950059,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,1,1,1,111,64.55,0,0.4340855106888361,36.52978028503562,6776-TLWOI,1,0,0.4586641362845718,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,3,3,4,334,2598.95,1,0.1615598885793872,2179.0639275766016,0431-APWVY,1,0,0.4586476939719588,Yes,1,25-48,Others,Medium CLV,High-Value Stable,Medium
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,1,1,1,111,38.7,0,0.4340855106888361,21.90089073634204,2839-RFSQE,1,0,0.4586013925264953,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,1,1,1,111,43.15,0,0.4340855106888361,24.41921021377672,7017-VFULY,0,0,0.4565722682193794,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1,2,2,122,990.85,0,0.4340855106888361,560.7363717339667,4695-VADHF,1,0,0.4530522319462067,Yes,1,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,1,4,2,142,2978.3,2,0.0387902695595003,2862.7709401709403,4701-AHWMW,1,0,0.4527078834675518,Yes,1,49-72,At Risk,High CLV,Low-Value Stable,High
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,1,2,2,122,335.4,0,0.4340855106888361,189.80771971496435,9327-QSDED,0,0,0.4520554258961963,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.0,1,1,1,111,58.0,0,0.4340855106888361,32.8230403800475,0178-CIIKR,0,0,0.4504727124920008,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,1,3,2,132,971.3,0,0.4340855106888361,549.6727434679334,2778-OCLGR,1,0,0.4472813898753437,Yes,1,13-24,At Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,1,3,2,132,1400.55,0,0.4340855106888361,792.5915380047505,0733-VUNUW,1,0,0.4455663357206987,Yes,1,13-24,At Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,3,4,5,345,4941.8,1,0.1615598885793872,4143.403342618384,9139-WQQDY,1,0,0.4435161818315775,Yes,1,49-72,Others,High CLV,High-Value Stable,High
Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,1,2,3,123,520.95,0,0.4340855106888361,294.81315320665084,4226-KKDON,0,0,0.4424428928047506,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,1,2,2,122,369.3,0,0.4340855106888361,208.9922209026128,8455-HIRAQ,0,0,0.4400345677754753,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,1,4,4,144,4859.1,1,0.1615598885793872,4074.0643454039,7426-WEIJX,0,0,0.4397281602431769,No,0,49-72,High Value Risk,High CLV,High-Value Stable,High
Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,3,5,5,355,7475.85,1,0.1615598885793872,6268.052506963789,9844-FELAJ,0,0,0.4396490114436282,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,1,2,3,123,1394.55,0,0.4340855106888361,789.1960510688835,6429-SHBCB,0,0,0.4364273284670796,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,1,3,4,134,2585.95,0,0.4340855106888361,1463.426573634204,1550-LOAHA,1,0,0.4357747187789224,Yes,1,25-48,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,1,2,2,122,355.1,0,0.4340855106888361,200.95623515439428,1848-LBZHY,0,0,0.4357617018267951,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,1,2,2,122,899.8,0,0.4340855106888361,509.2098574821852,9103-TCIHJ,1,0,0.4331461581162202,Yes,1,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,1,4,3,143,3649.6,1,0.1615598885793872,3059.971030640668,9701-CDXHR,0,0,0.4329786693151087,No,0,49-72,At Risk,High CLV,High-Value Stable,High
Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,1,3,3,133,2168.15,0,0.4340855106888361,1226.9875,5136-RGMZO,0,0,0.4326772091783319,No,0,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,1,1,1,111,85.5,0,0.4340855106888361,48.38568883610451,9986-BONCE,1,0,0.4322123781684336,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.7,1218.25,1,3,2,132,1218.25,0,0.4340855106888361,689.4253266033253,2843-CQMEG,0,0,0.4318613782632002,No,0,13-24,At Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,1,1,1,111,93.55,0,0.4340855106888361,52.94130047505938,3675-EQOZA,0,0,0.430292291425755,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,1,1,1,111,95.55,0,0.4340855106888361,54.0731294536817,2159-TURXX,0,0,0.4286418837886817,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,1,2,3,123,581.7,0,0.4340855106888361,329.192458432304,1465-LNTLJ,0,0,0.427915232958679,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,3,4,5,345,6557.75,1,0.1615598885793872,5498.280640668524,5140-FOMCQ,0,0,0.4274237864315319,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,1,3,2,132,1178.75,0,0.4340855106888361,667.0717042755343,2087-QAREY,0,0,0.426127098630932,No,0,13-24,At Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,1,2,2,122,865.85,0,0.4340855106888361,489.9970605700712,2828-SLQPF,0,0,0.4248410531440604,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,3,2,4,324,1859.5,0,0.4340855106888361,1052.3179928741092,4619-EVPHY,0,0,0.4248198907593707,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,3,5,5,355,7482.1,1,0.1615598885793872,6273.292757660168,2659-VXMWZ,1,0,0.4228118709746163,Yes,1,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,1,4,5,145,5935.1,1,0.1615598885793872,4976.225905292479,1074-AMIOH,0,0,0.4208269377468531,No,0,49-72,High Value Risk,High CLV,High-Value Stable,High
Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,1,2,2,122,878.35,0,0.4340855106888361,497.0709916864608,7410-KTVFV,1,0,0.4201601510461063,Yes,1,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,1,4,2,142,2723.4,2,0.0387902695595003,2617.7585798816567,9633-DENPU,0,0,0.4195719528855344,No,0,25-48,At Risk,Medium CLV,Low-Value Stable,High
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,1,1,2,112,259.8,0,0.4340855106888361,147.02458432304036,0870-VEMYL,1,0,0.4188726127553748,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,1,2,2,122,736.8,0,0.4340855106888361,416.9657957244655,9163-GHAYE,0,0,0.4188544237259803,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Low
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,1,1,1,111,123.65,0,0.4340855106888361,69.97532660332541,5850-BDWCY,0,0,0.4161349805225123,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.1,2847.4,3,3,5,335,2847.4,1,0.1615598885793872,2387.374373259053,3325-FUYCG,1,0,0.4154153986960049,Yes,1,25-48,Others,High CLV,High-Value Stable,High
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,1,1,1,111,146.3,0,0.4340855106888361,82.79328978622327,8053-WWDRO,1,0,0.4146168347746985,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,1,3,2,132,1505.15,0,0.4340855106888361,851.7861935866983,2155-AMQRX,0,0,0.4143786562014769,No,0,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,3,5,5,355,6137.0,1,0.1615598885793872,5145.506963788301,2748-MYRVK,1,0,0.4133746847649159,Yes,1,49-72,Others,High CLV,High-Value Stable,High
Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,1,2,2,122,583.0,0,0.4340855106888361,329.9281472684085,3604-WLABM,0,0,0.4117498382573862,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,3,2,4,324,1633.0,0,0.4340855106888361,924.1383610451304,2432-TFSMK,0,0,0.4109655731100431,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,3,5,5,355,6767.1,1,0.1615598885793872,5673.808077994429,8433-WPJTV,0,0,0.4095235669721272,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,3,5,5,355,7386.05,1,0.1615598885793872,6192.760584958218,5440-VHLUL,0,0,0.4077252698060883,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,1,5,5,155,6780.1,1,0.1615598885793872,5684.707799442897,1110-KYLGQ,0,0,0.4071231141620079,No,0,49-72,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,1,2,2,122,476.8,0,0.4340855106888361,269.8280285035629,4819-HJPIW,0,0,0.4037784121381982,No,0,13-24,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,3,4,5,345,5468.95,1,0.1615598885793872,4585.38704735376,2972-YDYUW,0,0,0.4028765567713147,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,3,4,3,343,3715.65,1,0.1615598885793872,3115.35,9378-FXTIZ,1,0,0.4021078281067104,Yes,1,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,1,1,1,111,20.05,0,0.4340855106888361,11.346585510688834,9962-BFPDU,0,0,0.4005726370100768,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,1,2,3,123,415.95,0,0.4340855106888361,235.3921318289786,1205-WNWPJ,1,0,0.4003008191753153,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,3,5,5,355,7344.45,1,0.1615598885793872,6157.881476323119,1360-XFJMR,0,0,0.3984461619159676,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,1,4,2,142,2145.0,2,0.0387902695595003,2061.794871794872,0447-BEMNG,1,0,0.397273764455843,Yes,1,25-48,At Risk,Medium CLV,Low-Value Stable,Medium
Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,1,3,3,133,1646.45,0,0.4340855106888361,931.7499109263656,4945-RVMTE,0,0,0.3971487288121142,No,0,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,1,2,3,123,571.45,0,0.4340855106888361,323.3918349168646,0013-MHZWF,0,0,0.3971231829385936,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,1,2,3,123,979.5,0,0.4340855106888361,554.313242280285,2257-BOVXD,0,0,0.3960244000865194,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,1,3,3,133,1339.8,0,0.4340855106888361,758.2122327790972,3179-GBRWV,0,0,0.3956252714730802,No,0,13-24,At Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,3,4,5,345,4976.15,1,0.1615598885793872,4172.203760445682,5473-KHBPS,0,0,0.3956134912565621,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,1,2,3,123,1083.7,0,0.4340855106888361,613.2815320665082,3466-WAESX,0,0,0.3947895552510437,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.65,1,3,2,132,1715.65,0,0.4340855106888361,970.9111935866983,4701-MLJPN,1,0,0.3927283201081273,Yes,1,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,1,3,2,132,1474.9,0,0.4340855106888361,834.6672802850356,3794-NFNCH,0,0,0.3923229605145797,No,0,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,1,1,3,113,177.4,0,0.4340855106888361,100.39323040380047,5630-AHZIL,0,0,0.3888747115430181,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,3,4,5,345,4391.45,1,0.1615598885793872,3681.96782729805,5014-WUQMG,0,0,0.3878583925198042,No,0,25-48,Others,High CLV,High-Value Stable,High
